Timestamp,Region,Load
2024-01-09 00:00:00,East,333.92
2024-01-09 01:00:00,West,317.67
2024-01-09 02:00:00,South,358.1
2024-01-09 03:00:00,North,372.7
2024-01-09 04:00:00,East,355.26
2024-01-09 05:00:00,North,381.01
2024-01-09 06:00:00,East,380.8
2024-01-09 07:00:00,South,355.08
2024-01-09 08:00:00,East,380.1
2024-01-09 09:00:00,North,376.21
2024-01-09 10:00:00,North,376.3
2024-01-09 11:00:00,South,363.66
2024-01-09 12:00:00,North,302.09
2024-01-09 13:00:00,East,297.94
2024-01-09 14:00:00,South,314.94
2024-01-09 15:00:00,West,304.56
2024-01-09 16:00:00,North,296.64
2024-01-09 17:00:00,East,358.4
2024-01-09 18:00:00,South,291.06
2024-01-09 19:00:00,West,304.06
2024-01-09 20:00:00,North,305.42
2024-01-09 21:00:00,East,307.31
2024-01-09 22:00:00,South,298.34
2024-01-09 23:00:00,South,331.88
2024-01-10 00:00:00,West,314.1
2024-01-10 01:00:00,South,337.76
2024-01-10 02:00:00,North,344.85
2024-01-10 03:00:00,North,366.55
2024-01-10 04:00:00,East,419.15
2024-01-10 05:00:00,North,340.51
2024-01-10 06:00:00,South,393.28
2024-01-10 07:00:00,South,345.6
2024-01-10 08:00:00,East,363.42
2024-01-10 09:00:00,North,386.69
2024-01-10 10:00:00,East,355.84
2024-01-10 11:00:00,North,320.94
2024-01-10 12:00:00,North,315.25
2024-01-10 13:00:00,West,330.21
2024-01-10 14:00:00,South,289.95
2024-01-10 15:00:00,East,298.53
2024-01-10 16:00:00,North,287.17
2024-01-10 17:00:00,East,268.23
2024-01-10 18:00:00,East,322.44
2024-01-10 19:00:00,West,293.94
2024-01-10 20:00:00,North,245.75
2024-01-10 21:00:00,West,297.93
2024-01-10 22:00:00,West,291.32
2024-01-10 23:00:00,East,333.66
2024-01-11 00:00:00,East,313.61
2024-01-11 01:00:00,North,340.11
2024-01-11 02:00:00,South,364.56
2024-01-11 03:00:00,West,382.13
2024-01-11 04:00:00,North,348.76
2024-01-11 05:00:00,West,371.07
2024-01-11 06:00:00,East,369.96
2024-01-11 07:00:00,South,364.69
2024-01-11 08:00:00,South,408.07
2024-01-11 09:00:00,South,372.92
2024-01-11 10:00:00,West,329.25
2024-01-11 11:00:00,North,360.76
2024-01-11 12:00:00,North,371.91
2024-01-11 13:00:00,East,337.17
2024-01-11 14:00:00,West,274.08
2024-01-11 15:00:00,North,284.42
2024-01-11 16:00:00,North,311.5
2024-01-11 17:00:00,South,267.01
2024-01-11 18:00:00,West,288.34
2024-01-11 19:00:00,West,296.66
2024-01-11 20:00:00,West,267.62
2024-01-11 21:00:00,South,292.92
2024-01-11 22:00:00,North,239.64
2024-01-11 23:00:00,North,296.04
2024-01-12 00:00:00,North,324.31
2024-01-12 01:00:00,West,317.35
2024-01-12 02:00:00,West,387.01
2024-01-12 03:00:00,East,336.11
2024-01-12 04:00:00,North,363.86
2024-01-12 05:00:00,South,380.27
2024-01-12 06:00:00,South,408.19
2024-01-12 07:00:00,East,348.94
2024-01-12 08:00:00,East,395.93
2024-01-12 09:00:00,East,364.92
2024-01-12 10:00:00,East,334.73
2024-01-12 11:00:00,West,351.55
2024-01-12 12:00:00,East,333.34
2024-01-12 13:00:00,West,304.42
2024-01-12 14:00:00,North,305.76
2024-01-12 15:00:00,North,286.3
2024-01-12 16:00:00,West,288.33
2024-01-12 17:00:00,South,294.31
2024-01-12 18:00:00,North,311.08
2024-01-12 19:00:00,East,256.31
2024-01-12 20:00:00,South,328.72
2024-01-12 21:00:00,North,254.97
2024-01-12 22:00:00,West,301.33
2024-01-12 23:00:00,East,328.19
2024-01-13 00:00:00,South,334.87
2024-01-13 01:00:00,South,329.74
2024-01-13 02:00:00,North,350.09
2024-01-13 03:00:00,North,354.75
2024-01-13 04:00:00,South,360.77
2024-01-13 05:00:00,North,394.54
2024-01-13 06:00:00,East,386.39
2024-01-13 07:00:00,South,363.69
2024-01-13 08:00:00,South,390.55
2024-01-13 09:00:00,East,370.75
2024-01-13 10:00:00,West,370.51
2024-01-13 11:00:00,North,354.79
2024-01-13 12:00:00,North,312.67
2024-01-13 13:00:00,North,305.11
2024-01-13 14:00:00,North,319.2
2024-01-13 15:00:00,North,306.1
2024-01-13 16:00:00,North,285.53
2024-01-13 17:00:00,North,283.3
2024-01-13 18:00:00,South,304.81
2024-01-13 19:00:00,East,269.12
2024-01-13 20:00:00,North,296.89
2024-01-13 21:00:00,North,289.85
2024-01-13 22:00:00,West,299.9
2024-01-13 23:00:00,North,338.29
2024-01-14 00:00:00,West,345.64
2024-01-14 01:00:00,South,358.34
2024-01-14 02:00:00,West,380.24
2024-01-14 03:00:00,West,364.91
2024-01-14 04:00:00,East,386.07
2024-01-14 05:00:00,South,371.22
2024-01-14 06:00:00,North,385.62
2024-01-14 07:00:00,North,374.83
2024-01-14 08:00:00,West,374.37
2024-01-14 09:00:00,South,376.39
2024-01-14 10:00:00,North,337.77
2024-01-14 11:00:00,North,383.92
2024-01-14 12:00:00,South,309.01
2024-01-14 13:00:00,East,291.91
2024-01-14 14:00:00,North,327.3
2024-01-14 15:00:00,South,309.61
2024-01-14 16:00:00,North,298.31
2024-01-14 17:00:00,North,293.4
2024-01-14 18:00:00,North,278.89
2024-01-14 19:00:00,South,262.89
2024-01-14 20:00:00,West,287.35
2024-01-14 21:00:00,South,280.23
2024-01-14 22:00:00,South,323.64
2024-01-14 23:00:00,South,313.25
2024-01-15 00:00:00,North,312.5
2024-01-15 01:00:00,North,335.52
2024-01-15 02:00:00,East,362.26
2024-01-15 03:00:00,West,353.09
2024-01-15 04:00:00,West,355.86
2024-01-15 05:00:00,East,382.18
2024-01-15 06:00:00,North,383.9
2024-01-15 07:00:00,South,367.16
2024-01-15 08:00:00,South,362.89
2024-01-15 09:00:00,East,369.0
2024-01-15 10:00:00,East,325.04
2024-01-15 11:00:00,East,313.8
2024-01-15 12:00:00,West,314.64
2024-01-15 13:00:00,West,311.8
2024-01-15 14:00:00,North,310.22
2024-01-15 15:00:00,South,323.16
2024-01-15 16:00:00,East,302.86
2024-01-15 17:00:00,West,277.51
2024-01-15 18:00:00,South,278.63
2024-01-15 19:00:00,East,260.66
2024-01-15 20:00:00,North,285.33
2024-01-15 21:00:00,West,287.88
2024-01-15 22:00:00,South,310.46
2024-01-15 23:00:00,North,299.52
2024-01-16 00:00:00,South,339.26
2024-01-16 01:00:00,West,372.47
2024-01-16 02:00:00,South,351.69
2024-01-16 03:00:00,South,372.26
2024-01-16 04:00:00,West,385.97
2024-01-16 05:00:00,East,369.14
2024-01-16 06:00:00,South,383.35
2024-01-16 07:00:00,East,377.42
2024-01-16 08:00:00,West,374.12
2024-01-16 09:00:00,North,348.76
2024-01-16 10:00:00,South,354.36
2024-01-16 11:00:00,South,351.77
2024-01-16 12:00:00,North,357.89
2024-01-16 13:00:00,North,335.11
2024-01-16 14:00:00,West,346.93
2024-01-16 15:00:00,East,278.17
2024-01-16 16:00:00,North,303.01
2024-01-16 17:00:00,North,284.24
2024-01-16 18:00:00,North,322.67
2024-01-16 19:00:00,South,264.41
2024-01-16 20:00:00,West,268.77
2024-01-16 21:00:00,East,281.53
2024-01-16 22:00:00,East,261.39
2024-01-16 23:00:00,West,305.41
2024-01-17 00:00:00,South,313.54
2024-01-17 01:00:00,East,344.67
2024-01-17 02:00:00,North,360.56
2024-01-17 03:00:00,West,401.6
2024-01-17 04:00:00,South,391.03
2024-01-17 05:00:00,East,365.48
2024-01-17 06:00:00,East,360.76
2024-01-17 07:00:00,West,386.86
2024-01-17 08:00:00,East,345.62
2024-01-17 09:00:00,West,400.71
2024-01-17 10:00:00,East,377.31
2024-01-17 11:00:00,West,332.28
2024-01-17 12:00:00,North,294.46
2024-01-17 13:00:00,South,342.86
2024-01-17 14:00:00,South,301.43
2024-01-17 15:00:00,North,318.13
2024-01-17 16:00:00,West,253.53
2024-01-17 17:00:00,West,268.44
2024-01-17 18:00:00,North,278.83
2024-01-17 19:00:00,West,281.37
2024-01-17 20:00:00,North,276.42
2024-01-17 21:00:00,North,305.83
2024-01-17 22:00:00,North,282.37
2024-01-17 23:00:00,West,312.94
2024-01-18 00:00:00,South,330.98
2024-01-18 01:00:00,West,351.8
2024-01-18 02:00:00,West,367.8
2024-01-18 03:00:00,West,341.43
2024-01-18 04:00:00,East,341.19
2024-01-18 05:00:00,East,402.42
2024-01-18 06:00:00,North,385.22
2024-01-18 07:00:00,North,361.9
2024-01-18 08:00:00,West,402.9
2024-01-18 09:00:00,North,366.24
2024-01-18 10:00:00,South,377.16
2024-01-18 11:00:00,North,342.86
2024-01-18 12:00:00,North,369.79
2024-01-18 13:00:00,East,350.74
2024-01-18 14:00:00,East,298.59
2024-01-18 15:00:00,South,312.65
2024-01-18 16:00:00,East,298.18
2024-01-18 17:00:00,North,307.65
2024-01-18 18:00:00,North,259.27
2024-01-18 19:00:00,East,294.0
2024-01-18 20:00:00,South,306.44
2024-01-18 21:00:00,West,258.04
2024-01-18 22:00:00,North,279.91
2024-01-18 23:00:00,South,274.85
2024-01-19 00:00:00,North,323.02
2024-01-19 01:00:00,East,355.7
2024-01-19 02:00:00,North,383.46
2024-01-19 03:00:00,North,365.25
2024-01-19 04:00:00,East,404.28
2024-01-19 05:00:00,West,349.1
2024-01-19 06:00:00,West,344.34
2024-01-19 07:00:00,North,375.59
2024-01-19 08:00:00,West,379.39
2024-01-19 09:00:00,East,363.11
2024-01-19 10:00:00,West,312.06
2024-01-19 11:00:00,East,339.57
2024-01-19 12:00:00,West,302.32
2024-01-19 13:00:00,North,328.86
2024-01-19 14:00:00,South,310.74
2024-01-19 15:00:00,West,274.26
2024-01-19 16:00:00,North,274.83
2024-01-19 17:00:00,South,258.93
2024-01-19 18:00:00,South,277.16
2024-01-19 19:00:00,West,299.22
2024-01-19 20:00:00,West,265.39
2024-01-19 21:00:00,North,303.14
2024-01-19 22:00:00,North,292.8
2024-01-19 23:00:00,West,299.61
2024-01-20 00:00:00,West,326.1
2024-01-20 01:00:00,North,320.48
2024-01-20 02:00:00,East,342.17
2024-01-20 03:00:00,South,339.64
2024-01-20 04:00:00,North,410.84
2024-01-20 05:00:00,West,377.24
2024-01-20 06:00:00,West,364.25
2024-01-20 07:00:00,North,380.82
2024-01-20 08:00:00,West,369.29
2024-01-20 09:00:00,North,359.18
2024-01-20 10:00:00,East,365.52
2024-01-20 11:00:00,East,356.33
2024-01-20 12:00:00,West,317.63
2024-01-20 13:00:00,South,303.78
2024-01-20 14:00:00,West,297.74
2024-01-20 15:00:00,North,246.85
2024-01-20 16:00:00,East,254.63
2024-01-20 17:00:00,West,307.28
2024-01-20 18:00:00,North,311.14
2024-01-20 19:00:00,East,274.96
2024-01-20 20:00:00,North,296.47
2024-01-20 21:00:00,North,299.11
2024-01-20 22:00:00,West,364.82
2024-01-20 23:00:00,East,337.69
2024-01-21 00:00:00,North,325.5
2024-01-21 01:00:00,West,321.89
2024-01-21 02:00:00,West,320.93
2024-01-21 03:00:00,East,367.49
2024-01-21 04:00:00,East,356.24
2024-01-21 05:00:00,South,347.91
2024-01-21 06:00:00,East,365.13
2024-01-21 07:00:00,South,354.73
2024-01-21 08:00:00,South,405.11
2024-01-21 09:00:00,East,381.05
2024-01-21 10:00:00,West,352.9
2024-01-21 11:00:00,West,370.6
2024-01-21 12:00:00,South,329.61
2024-01-21 13:00:00,West,297.89
2024-01-21 14:00:00,North,333.52
2024-01-21 15:00:00,West,303.48
2024-01-21 16:00:00,North,264.01
2024-01-21 17:00:00,East,275.96
2024-01-21 18:00:00,West,260.55
2024-01-21 19:00:00,West,252.11
2024-01-21 20:00:00,North,303.28
2024-01-21 21:00:00,East,330.89
2024-01-21 22:00:00,West,275.09
2024-01-21 23:00:00,West,326.38
2024-01-22 00:00:00,North,314.86
2024-01-22 01:00:00,West,331.07
2024-01-22 02:00:00,West,341.03
2024-01-22 03:00:00,North,345.95
2024-01-22 04:00:00,South,372.15
2024-01-22 05:00:00,West,359.55
2024-01-22 06:00:00,East,383.28
2024-01-22 07:00:00,East,375.17
2024-01-22 08:00:00,East,366.4
2024-01-22 09:00:00,South,345.08
2024-01-22 10:00:00,South,341.34
2024-01-22 11:00:00,South,355.92
2024-01-22 12:00:00,West,337.89
2024-01-22 13:00:00,North,295.38
2024-01-22 14:00:00,North,304.86
2024-01-22 15:00:00,West,307.55
2024-01-22 16:00:00,North,251.18
2024-01-22 17:00:00,North,290.45
2024-01-22 18:00:00,North,264.62
2024-01-22 19:00:00,West,290.99
2024-01-22 20:00:00,North,269.31
2024-01-22 21:00:00,West,256.42
2024-01-22 22:00:00,South,270.32
2024-01-22 23:00:00,North,315.89
2024-01-23 00:00:00,East,332.87
2024-01-23 01:00:00,North,322.53
2024-01-23 02:00:00,South,365.45
2024-01-23 03:00:00,West,329.8
2024-01-23 04:00:00,North,369.66
2024-01-23 05:00:00,East,351.76
2024-01-23 06:00:00,South,364.64
2024-01-23 07:00:00,North,376.92
2024-01-23 08:00:00,West,353.77
2024-01-23 09:00:00,North,355.34
2024-01-23 10:00:00,West,372.81
2024-01-23 11:00:00,South,329.08
2024-01-23 12:00:00,North,344.39
2024-01-23 13:00:00,North,292.14
2024-01-23 14:00:00,West,313.28
2024-01-23 15:00:00,East,321.16
2024-01-23 16:00:00,East,234.95
2024-01-23 17:00:00,South,263.44
2024-01-23 18:00:00,South,289.22
2024-01-23 19:00:00,East,275.32
2024-01-23 20:00:00,North,291.8
2024-01-23 21:00:00,North,280.24
2024-01-23 22:00:00,East,304.41
2024-01-23 23:00:00,North,311.62
2024-01-24 00:00:00,West,350.83
2024-01-24 01:00:00,East,345.51
2024-01-24 02:00:00,East,359.23
2024-01-24 03:00:00,East,354.59
2024-01-24 04:00:00,North,361.03
2024-01-24 05:00:00,East,367.12
2024-01-24 06:00:00,East,385.36
2024-01-24 07:00:00,West,367.35
2024-01-24 08:00:00,North,376.57
2024-01-24 09:00:00,North,404.34
2024-01-24 10:00:00,South,369.9
2024-01-24 11:00:00,East,333.9
2024-01-24 12:00:00,North,351.5
2024-01-24 13:00:00,West,306.37
2024-01-24 14:00:00,West,261.71
2024-01-24 15:00:00,East,271.96
2024-01-24 16:00:00,West,246.76
2024-01-24 17:00:00,East,272.15
2024-01-24 18:00:00,West,277.84
2024-01-24 19:00:00,East,312.71
2024-01-24 20:00:00,East,290.71
2024-01-24 21:00:00,South,287.74
2024-01-24 22:00:00,West,319.06
2024-01-24 23:00:00,North,270.31
2024-01-25 00:00:00,West,331.98
2024-01-25 01:00:00,North,355.62
2024-01-25 02:00:00,South,322.69
2024-01-25 03:00:00,East,385.49
2024-01-25 04:00:00,South,377.34
2024-01-25 05:00:00,South,367.26
2024-01-25 06:00:00,North,389.92
2024-01-25 07:00:00,East,420.97
2024-01-25 08:00:00,East,374.2
2024-01-25 09:00:00,East,367.58
2024-01-25 10:00:00,East,343.08
2024-01-25 11:00:00,East,323.21
2024-01-25 12:00:00,West,343.87
2024-01-25 13:00:00,West,297.2
2024-01-25 14:00:00,West,303.7
2024-01-25 15:00:00,North,282.36
2024-01-25 16:00:00,East,293.54
2024-01-25 17:00:00,West,285.64
2024-01-25 18:00:00,South,298.02
2024-01-25 19:00:00,East,268.77
2024-01-25 20:00:00,West,278.57
2024-01-25 21:00:00,North,272.33
2024-01-25 22:00:00,North,293.38
2024-01-25 23:00:00,West,321.87
2024-01-26 00:00:00,North,342.18
2024-01-26 01:00:00,West,321.54
2024-01-26 02:00:00,North,369.44
2024-01-26 03:00:00,East,389.51
2024-01-26 04:00:00,North,378.62
2024-01-26 05:00:00,South,412.88
2024-01-26 06:00:00,South,361.57
2024-01-26 07:00:00,North,350.45
2024-01-26 08:00:00,West,334.77
2024-01-26 09:00:00,West,392.32
2024-01-26 10:00:00,North,365.13
2024-01-26 11:00:00,West,338.87
2024-01-26 12:00:00,South,332.64
2024-01-26 13:00:00,East,291.59
2024-01-26 14:00:00,West,350.96
2024-01-26 15:00:00,South,294.27
2024-01-26 16:00:00,West,285.93
2024-01-26 17:00:00,East,293.26
2024-01-26 18:00:00,East,286.67
2024-01-26 19:00:00,West,283.23
2024-01-26 20:00:00,West,267.93
2024-01-26 21:00:00,South,301.12
2024-01-26 22:00:00,West,339.69
2024-01-26 23:00:00,East,341.01
2024-01-27 00:00:00,West,358.68
2024-01-27 01:00:00,South,329.53
2024-01-27 02:00:00,West,332.03
2024-01-27 03:00:00,North,359.66
2024-01-27 04:00:00,West,371.23
2024-01-27 05:00:00,North,397.0
2024-01-27 06:00:00,West,342.97
2024-01-27 07:00:00,West,405.7
2024-01-27 08:00:00,North,366.96
2024-01-27 09:00:00,North,353.64
2024-01-27 10:00:00,South,331.58
2024-01-27 11:00:00,North,306.66
2024-01-27 12:00:00,West,343.28
2024-01-27 13:00:00,East,315.34
2024-01-27 14:00:00,West,276.02
2024-01-27 15:00:00,North,265.56
2024-01-27 16:00:00,West,276.8
2024-01-27 17:00:00,East,311.9
2024-01-27 18:00:00,South,271.63
2024-01-27 19:00:00,West,248.46
2024-01-27 20:00:00,South,278.6
2024-01-27 21:00:00,West,286.01
2024-01-27 22:00:00,South,247.88
2024-01-27 23:00:00,West,312.79
2024-01-28 00:00:00,South,321.96
2024-01-28 01:00:00,West,353.45
2024-01-28 02:00:00,West,388.56
2024-01-28 03:00:00,South,384.47
2024-01-28 04:00:00,East,364.51
2024-01-28 05:00:00,West,352.75
2024-01-28 06:00:00,West,428.05
2024-01-28 07:00:00,North,376.06
2024-01-28 08:00:00,East,370.16
2024-01-28 09:00:00,East,361.45
2024-01-28 10:00:00,West,355.54
2024-01-28 11:00:00,North,336.64
2024-01-28 12:00:00,East,315.11
2024-01-28 13:00:00,North,302.7
2024-01-28 14:00:00,South,300.93
2024-01-28 15:00:00,East,280.36
2024-01-28 16:00:00,South,269.02
2024-01-28 17:00:00,West,280.41
2024-01-28 18:00:00,South,271.48
2024-01-28 19:00:00,West,308.37
2024-01-28 20:00:00,West,230.26
2024-01-28 21:00:00,West,313.06
2024-01-28 22:00:00,East,326.5
2024-01-28 23:00:00,North,272.17
2024-01-29 00:00:00,North,319.49
2024-01-29 01:00:00,East,331.85
2024-01-29 02:00:00,South,323.19
2024-01-29 03:00:00,North,346.14
2024-01-29 04:00:00,East,347.43
2024-01-29 05:00:00,East,409.68
2024-01-29 06:00:00,South,395.05
2024-01-29 07:00:00,West,400.07
2024-01-29 08:00:00,East,384.07
2024-01-29 09:00:00,East,339.11
2024-01-29 10:00:00,North,340.85
2024-01-29 11:00:00,North,349.07
2024-01-29 12:00:00,North,301.9
2024-01-29 13:00:00,West,327.66
2024-01-29 14:00:00,North,296.53
2024-01-29 15:00:00,North,283.49
2024-01-29 16:00:00,South,297.26
2024-01-29 17:00:00,South,286.93
2024-01-29 18:00:00,South,269.12
2024-01-29 19:00:00,West,301.23
2024-01-29 20:00:00,West,261.42
2024-01-29 21:00:00,West,303.3
2024-01-29 22:00:00,East,313.2
2024-01-29 23:00:00,West,307.21
2024-01-30 00:00:00,West,332.61
2024-01-30 01:00:00,East,314.01
2024-01-30 02:00:00,West,369.57
2024-01-30 03:00:00,West,357.74
2024-01-30 04:00:00,North,358.93
2024-01-30 05:00:00,West,395.36
2024-01-30 06:00:00,North,362.0
2024-01-30 07:00:00,West,346.21
2024-01-30 08:00:00,East,338.26
2024-01-30 09:00:00,West,373.56
2024-01-30 10:00:00,South,325.48
2024-01-30 11:00:00,North,374.12
2024-01-30 12:00:00,North,284.45
2024-01-30 13:00:00,South,347.08
2024-01-30 14:00:00,North,305.31
2024-01-30 15:00:00,North,288.8
2024-01-30 16:00:00,North,271.89
2024-01-30 17:00:00,North,285.77
2024-01-30 18:00:00,South,275.33
2024-01-30 19:00:00,East,299.86
2024-01-30 20:00:00,West,285.07
2024-01-30 21:00:00,West,293.74
2024-01-30 22:00:00,North,293.82
2024-01-30 23:00:00,North,312.01
2024-01-31 00:00:00,South,331.98
2024-01-31 01:00:00,North,304.57
2024-01-31 02:00:00,North,323.87
2024-01-31 03:00:00,North,376.05
2024-01-31 04:00:00,South,372.55
2024-01-31 05:00:00,West,370.45
2024-01-31 06:00:00,East,376.2
2024-01-31 07:00:00,West,381.08
2024-01-31 08:00:00,South,358.33
2024-01-31 09:00:00,North,345.62
2024-01-31 10:00:00,West,354.75
2024-01-31 11:00:00,North,319.2
2024-01-31 12:00:00,North,333.99
2024-01-31 13:00:00,North,278.84
2024-01-31 14:00:00,East,321.41
